AppName,RelPath,File,SourceCategory,SourceKind,LineStart,LineEnd,Func,RawSql,SqlClean,UsageKind,IsWrite,HasCrossDb,DbList,ObjectCount,IsDynamic,ConnName,ConnDb,QueryHash,RiskLevel,DefinedInRelPath,DefinedInLine
golang-sample,go1/query.go,query.go,code,go,103,103,,"
INSERT INTO SQL_REPLICATE.dbo.mk006_a (
DealNo,BranchTransaction,BranchCompletion
,UserCompletion,StatusDokumen,TransactionDate
,ProcessDate,FlagDetail,KodeISIN
,NamaSSB,KategoriPengukuran,Nominal
,TanggalPembelian,JumlahPembelian,JumlahPenjualan
,NamaPembeli,GolonganPembeli
,MataUang,CIFNo,CONTRACT,X_M_NB)
VALUES (:DealNo,:BranchTransaction,:BranchCompletion
,:UserCompletion,:StatusDokumen,:TransactionDate
,:ProcessDate,:FlagDetail,:KodeISIN
,:NamaSSB,:KategoriPengukuran,:Nominal
,:TanggalPembelian,:JumlahPembelian,:JumlahPenjualan
,:NamaPembeli,:GolonganPembeli
,:MataUang,:CIFNo,:CONTRACT,:X_M_NB)
","INSERT INTO SQL_REPLICATE.dbo.mk006_a (
DealNo,BranchTransaction,BranchCompletion
,UserCompletion,StatusDokumen,TransactionDate
,ProcessDate,FlagDetail,KodeISIN
,NamaSSB,KategoriPengukuran,Nominal
,TanggalPembelian,JumlahPembelian,JumlahPenjualan
,NamaPembeli,GolonganPembeli
,MataUang,CIFNo,CONTRACT,X_M_NB)
VALUES (:DealNo,:BranchTransaction,:BranchCompletion
,:UserCompletion,:StatusDokumen,:TransactionDate
,:ProcessDate,:FlagDetail,:KodeISIN
,:NamaSSB,:KategoriPengukuran,:Nominal
,:TanggalPembelian,:JumlahPembelian,:JumlahPenjualan
,:NamaPembeli,:GolonganPembeli
,:MataUang,:CIFNo,:CONTRACT,:X_M_NB)",INSERT,true,true,SQL_REPLICATE,1,false,,,a7bca9c05ae05d6d814d465ee4ca93275d591394,HIGH,go1/query.go,103
golang-sample,go1/query.go,query.go,code,go,121,121,,"
INSERT INTO SQL_REPLICATE.dbo.mk005_a (
DealNo,BranchTransaction,BranchCompletion,UserCompletion,StatusDokumen
,TransactionDate,ProcessDate,FlagDetail,KodeISIN,NamaSSB
,JenisSSB,KategoriPengukuran,Nominal,Jumlah,GolonganPihakLawan
,GolonganPenerbit,PeringkatPenerbitSSB,LembagaPemeringkat,MataUang,SukuBunga
,Durasi,TanggalJatuhTempo,JenisBunga,CIFNo,NamaPenjual
,CONTRACT,X_M_NB)
VALUES (:DealNo,:BranchTransaction,:BranchCompletion,:UserCompletion,:StatusDokumen
,:TransactionDate,:ProcessDate,:FlagDetail,:KodeISIN,:NamaSSB
,:JenisSSB,:KategoriPengukuran,:Nominal,:Jumlah,:GolonganPihakLawan
,:GolonganPenerbit,:PeringkatPenerbitSSB,:LembagaPemeringkat,:MataUang,:SukuBunga
,:Durasi,:TanggalJatuhTempo,:JenisBunga,:CIFNo,:NamaPenjual
,:CONTRACT,:X_M_NB)
","INSERT INTO SQL_REPLICATE.dbo.mk005_a (
DealNo,BranchTransaction,BranchCompletion,UserCompletion,StatusDokumen
,TransactionDate,ProcessDate,FlagDetail,KodeISIN,NamaSSB
,JenisSSB,KategoriPengukuran,Nominal,Jumlah,GolonganPihakLawan
,GolonganPenerbit,PeringkatPenerbitSSB,LembagaPemeringkat,MataUang,SukuBunga
,Durasi,TanggalJatuhTempo,JenisBunga,CIFNo,NamaPenjual
,CONTRACT,X_M_NB)
VALUES (:DealNo,:BranchTransaction,:BranchCompletion,:UserCompletion,:StatusDokumen
,:TransactionDate,:ProcessDate,:FlagDetail,:KodeISIN,:NamaSSB
,:JenisSSB,:KategoriPengukuran,:Nominal,:Jumlah,:GolonganPihakLawan
,:GolonganPenerbit,:PeringkatPenerbitSSB,:LembagaPemeringkat,:MataUang,:SukuBunga
,:Durasi,:TanggalJatuhTempo,:JenisBunga,:CIFNo,:NamaPenjual
,:CONTRACT,:X_M_NB)",INSERT,true,true,SQL_REPLICATE,1,false,,,51bb213368e285f6c4754eb9840303ff1b341598,HIGH,go1/query.go,121
golang-sample,go1/query.go,query.go,code,go,137,137,,"
declare @dtToday varchar(8)
set @dtToday = convert(varchar(8), getdate(), 112)
select
isnull(CAST(
 STUFF((SELECT DISTINCT ',' + ('''' + CAST(NamaSSB AS VARCHAR(500)) + '''')
 FROM mk006_a
   WHERE convert(varchar(8), ProcessDate, 112) = @dtToday
   GROUP BY NamaSSB
   FOR XML PATH (''))
   , 1, 1, '') AS VARCHAR(8000)), '''''')  AS secid
","declare @dtToday varchar(8)
set @dtToday = convert(varchar(8), getdate(), 112)
select
isnull(CAST(
 STUFF((SELECT DISTINCT ',' + ('''' + CAST(NamaSSB AS VARCHAR(500)) + '''')
 FROM mk006_a
   WHERE convert(varchar(8), ProcessDate, 112) = @dtToday
   GROUP BY NamaSSB
   FOR XML PATH (''))
   , 1, 1, '') AS VARCHAR(8000)), '''''')  AS secid",SELECT,false,false,,1,false,,,5d86ef43abc26b943749f6859c9f9a67e7b3d938,LOW,go1/query.go,137
golang-sample,go1/query.go,query.go,code,go,150,150,,"
declare @dtToday varchar(8)
set @dtToday = convert(varchar(8),  getdate(), 112)
delete mk006_a_actuate
where convert(varchar(8), ProcessDate, 112) = @dtToday
","declare @dtToday varchar(8)
set @dtToday = convert(varchar(8),  getdate(), 112)
delete mk006_a_actuate
where convert(varchar(8), ProcessDate, 112) = @dtToday",DELETE,true,false,,1,false,,,ddae4ff638f42a0c77ee8b075c20298c26048350,MEDIUM,go1/query.go,150
golang-sample,go1/query.go,query.go,code,go,157,157,,"
SELECT TRIM(SECID) as SECID, ABS(ROUND(SUM(BOOK_VALUE)/SUM(TDPRINTAMT), 17)) AS AVGPRICE
FROM [[schema]].BOND_JOURNAL a
where TRIM(SECID) IN ([[param]])
and TDPRINTAMT > 0
group by SECID
UNION
select TRIM(SECID) as SECID, ABS(ROUND(AVG(PRICE), 17)) AS AVGPRICE
from [[schema]].BOND_DETAIL where trim(SECID) not in (
select distinct trim(SECID) from [[schema]].BOND_JOURNAL where TDPRINTAMT > 0
)
and TRIM(SECID) IN ([[param]])
group by SECID
","SELECT TRIM(SECID) as SECID, ABS(ROUND(SUM(BOOK_VALUE)/SUM(TDPRINTAMT), 17)) AS AVGPRICE
FROM [[schema]].BOND_JOURNAL a
where TRIM(SECID) IN ([[param]])
and TDPRINTAMT > 0
group by SECID
UNION
select TRIM(SECID) as SECID, ABS(ROUND(AVG(PRICE), 17)) AS AVGPRICE
from [[schema]].BOND_DETAIL where trim(SECID) not in (
select distinct trim(SECID) from [[schema]].BOND_JOURNAL where TDPRINTAMT > 0
)
and TRIM(SECID) IN ([[param]])
group by SECID",SELECT,false,false,,1,true,,,58b836ac3e25feb6f7f2ff92f82b638a00effcfc,LOW,go1/query.go,157
golang-sample,go1/query.go,query.go,code,go,171,171,,"
INSERT INTO [dbo].[mk006_a_actuate] (secid,avg_price,ProcessDate)
SELECT ?,?,?
","INSERT INTO [dbo].[mk006_a_actuate] (secid,avg_price,ProcessDate)
SELECT ?,?,?",INSERT,true,false,,1,false,,,0f9eed78afc29b9ce10155287fe99a42e438fcaa,MEDIUM,go1/query.go,171
golang-sample,go1/source.go,source.go,code,go,24,24,ExecSPMurexMK,<dynamic-sql>,<dynamic-sql>,UNKNOWN,false,false,,0,true,db,,829e30d2ed137a41defc3a465e6c3746bc753ccf,LOW,go1/source.go,0
golang-sample,go1/source.go,source.go,code,go,41,41,ExecuteSPMurexConfoMK,<dynamic-sql>,<dynamic-sql>,UNKNOWN,false,false,,0,true,db,,829e30d2ed137a41defc3a465e6c3746bc753ccf,LOW,go1/source.go,0
golang-sample,go1/source.go,source.go,code,go,51,51,GetMK006AConfo,<dynamic-sql>,<dynamic-sql>,UNKNOWN,false,false,,0,true,db,,829e30d2ed137a41defc3a465e6c3746bc753ccf,LOW,go1/source.go,0
golang-sample,go1/source.go,source.go,code,go,61,61,GetMK006A,<dynamic-sql>,<dynamic-sql>,UNKNOWN,false,false,,0,true,db,,829e30d2ed137a41defc3a465e6c3746bc753ccf,LOW,go1/source.go,0
golang-sample,go1/source.go,source.go,code,go,71,71,GetMurexAvgPrice,<dynamic-sql>,<dynamic-sql>,UNKNOWN,false,false,,0,true,db,,829e30d2ed137a41defc3a465e6c3746bc753ccf,LOW,go1/source.go,0
golang-sample,go1/source.go,source.go,code,go,82,82,GetMK005AConfo,<dynamic-sql>,<dynamic-sql>,UNKNOWN,false,false,,0,true,db,,829e30d2ed137a41defc3a465e6c3746bc753ccf,LOW,go1/source.go,0
golang-sample,go1/source.go,source.go,code,go,93,93,GetMK005A,<dynamic-sql>,<dynamic-sql>,UNKNOWN,false,false,,0,true,db,,829e30d2ed137a41defc3a465e6c3746bc753ccf,LOW,go1/source.go,0
golang-sample,go1/source.go,source.go,code,go,112,112,ValidateMKData,EXEC [dbo].[MKValidateData] ?,EXEC [dbo].[MKValidateData] ?,EXEC,true,false,,1,false,db,,28f859d7ab79d670095b53ceb14234b366581493,MEDIUM,go1/source.go,104
golang-sample,go2/impl.go,impl.go,code,go,26,26,GetCurrWorkingDate,"
	SELECT TOP 1 current_working_date
	FROM dbo.control_table
","SELECT TOP 1 current_working_date
	FROM dbo.control_table",SELECT,false,false,,1,false,s.db.ConnRead,,5e2e34e6c7b66a6e103a624e2b7e66e772c61c4e,LOW,go2/golang/go2/query.go,3
golang-sample,go2/impl.go,impl.go,code,go,30,30,GetCFCOUN,"
	SELECT DISTINCT TRIM(CFCOUN)
	FROM dbo.CFMAST
	WHERE (CFCIF = ?)
","SELECT DISTINCT TRIM(CFCOUN)
	FROM dbo.CFMAST
	WHERE (CFCIF = ?)",SELECT,false,false,,1,false,s.db.ConnRead,,a9228bfc4e196770dce2c08013cd672b99697836,LOW,go2/golang/go2/query.go,8
golang-sample,go2/impl.go,impl.go,code,go,34,34,GetBIRates,"
	SELECT CurrencyCode, BIRate
	FROM dbo.SIBSCurrencyTable_TM
	WHERE (PBOId = 500)
","SELECT CurrencyCode, BIRate
	FROM dbo.SIBSCurrencyTable_TM
	WHERE (PBOId = 500)",SELECT,false,false,,1,false,s.db.ConnRead,,4c3e21fd67aec85e9073cc9adcf7b2154bed6d74,LOW,go2/golang/go2/query.go,14
golang-sample,go2/impl.go,impl.go,code,go,52,52,GetValasMappingParameter,"
		SELECT currency, buy_sell_code, product,
		product_category, transaction_limit_flag, transaction_limit_amount,
		monthly_limit_flag, monthly_limit_amount, lcs_flag, rate_currency,
		negara_mitra
		FROM dbo.valas_mapping_parameter
		WHERE  lcs_flag = 1
		AND transaction_limit_flag = 1
	","SELECT currency, buy_sell_code, product,
		product_category, transaction_limit_flag, transaction_limit_amount,
		monthly_limit_flag, monthly_limit_amount, lcs_flag, rate_currency,
		negara_mitra
		FROM dbo.valas_mapping_parameter
		WHERE  lcs_flag = 1
		AND transaction_limit_flag = 1",SELECT,false,false,,1,false,c.db.ConnRead,,ce1d96c183d201de3e8187d832495f02cd90b9eb,LOW,go2/impl.go,43
